Salário,Profissão,Setor,Estado,FormaTrabalho,Nivel,TamanhoEmpresa,Gestão,TipoTrabalho,Idade,Experiência,Escolaridade,Formação,LinguagemPython,LinguagemR,LinguagemSQL,NuvemAWS,NuvemGCP,NuvemAzure,QlikView,PowerBI,Tableau
10000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Ceará (CE),Modelo 100% remoto,Pleno,de 11 a 50,não,Empreendedor ou Empregado (CNPJ),40-44,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,Analista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo híbrido com dias fixos de trabalho presencial,Pleno,Acima de 3000,não,Outros,30-34,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5000.0,Analista de Dados,Setor Alimentício,Ceará (CE),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,22-24,de 2 a 3 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,Cientista de Dados,Consultoria,Sergipe (SE),Modelo 100% remoto,Sênior,de 101 a 500,não,Outros,30-34,de 1 a 2 anos,Doutorado ou Phd,Química / Física,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7000.0,Analista de BI,Consultoria,São Paulo (SP),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,25-29,de 6 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,Outras,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Júnior,de 6 a 10,não,Empreendedor ou Empregado (CNPJ),30-34,de 2 a 3 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
10000.0,Analista de Dados,Tecnologia/Fábrica de Software,Rio Grande do Norte (RN),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Outros,22-24,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3500.0,Outras,Varejo,São Paulo (SP),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2500.0,Outras,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.0,Analista de BI,Tecnologia/Fábrica de Software,Minas Gerais (MG),Modelo 100% remoto,Júnior,de 101 a 500,não,Outros,22-24,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
10000.0,Analista de Dados,Entretenimento ou Esportes,Rio de Janeiro (RJ),Modelo 100% remoto,Júnior,de 51 a 100,não,Outros,22-24,de 2 a 3 anos,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
18000.0,Estatístico,Área da Saúde,São Paulo (SP),Modelo 100% remoto,Sênior,de 11 a 50,não,Empreendedor ou Empregado (CNPJ),35-39,Mais de 10 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7000.0,Cientista de Dados,Educação,Minas Gerais (MG),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,25-29,de 4 a 5 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
10000.0,Cientista de Dados,Outro,Minas Gerais (MG),Modelo 100% remoto,Pleno,de 501 a 1000,não,Empreendedor ou Empregado (CNPJ),25-29,de 2 a 3 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7000.0,Analista de Dados,Imobiliário,Goiás (GO),Modelo 100% presencial,Sênior,de 1001 a 3000,não,Empreendedor ou Empregado (CNPJ),30-34,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7000.0,Cientista de Dados,Varejo,Minas Gerais (MG),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,30-34,de 1 a 2 anos,Doutorado ou Phd,Outras Engenharias,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3500.0,Outras,Indústria,São Paulo (SP),Modelo 100% presencial,Júnior,de 501 a 1000,não,Outros,40-44,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,Outras,Educação,São Paulo (SP),Modelo 100% presencial,Pleno,de 101 a 500,não,Outros,40-44,Não tenho experiência na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7000.0,Analista de Dados,Finanças ou Bancos,Santa Catarina (SC),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,Analista de Dados,Área da Saúde,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,Acima de 3000,não,Outros,25-29,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
14000.0,Analista de Dados,Finanças ou Bancos,Fora do Brasil,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,de 1001 a 3000,não,Outros,25-29,de 4 a 5 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3500.0,Estatístico,Agronegócios,Piauí (PI),Modelo 100% presencial,Júnior,de 101 a 500,não,Outros,30-34,Menos de 1 ano,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Fora do Brasil,Modelo híbrido com dias fixos de trabalho presencial,Sênior,de 101 a 500,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
18000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,Acima de 3000,não,Outros,25-29,de 6 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14000.0,Desenvolvedor/Engenheiro de Software,Varejo,Mato Grosso (MT),Modelo 100% presencial,Sênior,de 1001 a 3000,não,Outros,30-34,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3500.0,Analista de Dados,Varejo,,Modelo 100% remoto,Pleno,de 1001 a 3000,não,Outros,25-29,de 1 a 2 anos,Pós-graduação,Outras Engenharias,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3500.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% presencial,Pleno,de 51 a 100,não,Outros,25-29,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5000.0,Analista de Dados,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),Modelo 100% remoto,Júnior,de 11 a 50,não,Outros,35-39,de 2 a 3 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10000.0,Engenheiro de Dados,Educação,Ceará (CE),Modelo 100% remoto,Sênior,de 101 a 500,não,Outros,25-29,de 2 a 3 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3500.0,Cientista de Dados,Tecnologia/Fábrica de Software,Sergipe (SE),Modelo 100% remoto,Júnior,de 101 a 500,não,Outros,25-29,Menos de 1 ano,Mestrado,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,0.0,0.0,0.0,0.0,,,
10000.0,Analista de Negócios,Energia,Rio de Janeiro (RJ),Modelo 100% remoto,Pleno,de 101 a 500,não,Outros,40-44,Não tenho experiência na área de dados,Pós-graduação,Outras Engenharias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,Analista de Negócios,Agronegócios,São Paulo (SP),Modelo 100% presencial,Pleno,Acima de 3000,não,Outros,25-29,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35000.0,Cientista de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Sênior,de 1001 a 3000,não,Outros,25-29,de 6 a 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10000.0,Engenheiro de Machine Learning,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Pleno,de 1001 a 3000,não,Outros,30-34,de 2 a 3 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,Analista de Dados,Consultoria,Minas Gerais (MG),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,25-29,de 2 a 3 anos,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
10000.0,Desenvolvedor/Engenheiro de Software,Setor Automotivo,Paraná (PR),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,25-29,Não tenho experiência na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10000.0,Engenheiro de Dados,Entretenimento ou Esportes,São Paulo (SP),Modelo 100% remoto,Sênior,Acima de 3000,não,Empreendedor ou Empregado (CNPJ),22-24,de 2 a 3 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22500.0,Analista de BI,Setor Público,Distrito Federal (DF),Modelo híbrido com dias fixos de trabalho presencial,Sênior,Acima de 3000,não,Outros,55+,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,Analista de Dados,Tecnologia/Fábrica de Software,Paraná (PR),Modelo 100% remoto,Sênior,de 501 a 1000,não,Outros,30-34,de 6 a 10 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1500.0,Analista de BI,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,de 101 a 500,não,Estagiário,25-29,Menos de 1 ano,Estudante de Graduação,Outras Engenharias,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7000.0,Analista de BI,Indústria,Paraná (PR),Modelo 100% presencial,Sênior,de 101 a 500,não,Outros,25-29,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
10000.0,Cientista de Dados,Setor Automotivo,Fora do Brasil,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,Acima de 3000,não,Outros,30-34,de 1 a 2 anos,Mestrado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5000.0,Analista de BI,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),Modelo 100% remoto,Pleno,de 101 a 500,não,Outros,40-44,de 2 a 3 anos,Não tenho graduação formal,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
7000.0,Analista de BI,Tecnologia/Fábrica de Software,Espírito Santo (ES),Modelo 100% remoto,Sênior,de 11 a 50,não,Empreendedor ou Empregado (CNPJ),25-29,de 2 a 3 anos,Graduação/Bacharelado,Outras Engenharias,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
10000.0,Outras,Seguros ou Previdência,Rio de Janeiro (RJ),Modelo 100% presencial,Sênior,Acima de 3000,não,Outros,30-34,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,,Setor Alimentício,Rio Grande do Norte (RN),Modelo 100% presencial,,de 501 a 1000,sim,Outros,35-39,Não tenho experiência na área de dados,Pós-graduação,Outras,,,,,,,,,
2500.0,Engenheiro de Dados,Finanças ou Bancos,São Paulo (SP),Modelo híbrido com dias fixos de trabalho presencial,Pleno,Acima de 3000,não,Outros,30-34,de 2 a 3 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.0,Cientista de Dados,Agronegócios,Minas Gerais (MG),Modelo 100% remoto,Júnior,Acima de 3000,não,Estagiário,22-24,de 1 a 2 anos,Estudante de Graduação,Outras Engenharias,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10000.0,Analista de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Sênior,de 1001 a 3000,não,Outros,25-29,de 4 a 5 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1000.0,Outras,Telecomunicação,São Paulo (SP),Modelo 100% presencial,Júnior,Acima de 3000,não,Outros,25-29,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
14000.0,Analista de Negócios,Finanças ou Bancos,Distrito Federal (DF),Modelo 100% presencial,Sênior,Acima de 3000,não,Outros,35-39,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7000.0,Cientista de Dados,Tecnologia/Fábrica de Software,Minas Gerais (MG),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10000.0,Desenvolvedor/Engenheiro de Software,Área da Saúde,Paraná (PR),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,35-39,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5000.0,Analista de Dados,Outro,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,Acima de 3000,não,Outros,25-29,de 1 a 2 anos,Pós-graduação,Outras Engenharias,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3500.0,Analista de Dados,Tecnologia/Fábrica de Software,Santa Catarina (SC),Modelo 100% remoto,Júnior,de 101 a 500,não,Outros,22-24,Menos de 1 ano,Estudante de Graduação,Outras Engenharias,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
10000.0,Analista de BI,Telecomunicação,Minas Gerais (MG),Modelo 100% remoto,Sênior,Acima de 3000,não,Empreendedor ou Empregado (CNPJ),35-39,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
7000.0,Analista de BI,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Sênior,de 1001 a 3000,não,Outros,30-34,de 2 a 3 anos,Pós-graduação,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2500.0,Analista de BI,Telecomunicação,São Paulo (SP),Modelo 100% presencial,Júnior,de 101 a 500,não,Outros,25-29,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,Desenvolvedor/Engenheiro de Software,Finanças ou Bancos,Ceará (CE),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,25-29,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Fora do Brasil,Modelo 100% remoto,Pleno,de 101 a 500,não,Outros,25-29,de 4 a 5 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3500.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Santa Catarina (SC),Modelo 100% remoto,Júnior,de 51 a 100,não,Outros,22-24,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
14000.0,Analista de Dados,Setor Alimentício,São Paulo (SP),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,30-34,de 2 a 3 anos,Pós-graduação,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,Analista de BI,Tecnologia/Fábrica de Software,Ceará (CE),Modelo 100% remoto,Pleno,Acima de 3000,não,Empreendedor ou Empregado (CNPJ),35-39,de 2 a 3 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1500.0,Outras,Serviços,Ceará (CE),Modelo 100% presencial,Júnior,de 101 a 500,não,Outros,40-44,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7000.0,Analista de Negócios,Setor Alimentício,Ceará (CE),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,30-34,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
10000.0,Analista de BI,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Sênior,de 101 a 500,não,Outros,30-34,de 2 a 3 anos,Mestrado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3500.0,Outras,Setor Alimentício,São Paulo (SP),Modelo 100% presencial,Pleno,de 1001 a 3000,não,Outros,30-34,de 6 a 10 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5000.0,Analista de BI,Setor Alimentício,Pernambuco (PE),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,25-29,de 2 a 3 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
10000.0,Analista de Dados,Área da Saúde,Minas Gerais (MG),Modelo 100% remoto,Sênior,de 101 a 500,não,Outros,40-44,de 2 a 3 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,Analista de Dados,Educação,Minas Gerais (MG),Modelo híbrido com dias fixos de trabalho presencial,Pleno,de 1001 a 3000,não,Outros,30-34,de 2 a 3 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,Engenheiro de Machine Learning,Varejo,Paraná (PR),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,30-34,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2500.0,Outras,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,de 501 a 1000,não,Outros,25-29,Menos de 1 ano,Não tenho graduação formal,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.0,,Educação,Mato Grosso (MT),Modelo 100% presencial,,de 1 a 5,sim,Outros,40-44,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,,,,,
5000.0,Cientista de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Pleno,de 101 a 500,não,Outros,40-44,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14000.0,Desenvolvedor/Engenheiro de Software,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,40-44,Não tenho experiência na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2500.0,Analista de BI,Marketing,Distrito Federal (DF),Modelo 100% presencial,Pleno,de 6 a 10,não,Outros,30-34,de 1 a 2 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
7000.0,Outras,Setor Automotivo,Paraná (PR),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,Acima de 3000,não,Outros,35-39,de 4 a 5 anos,Pós-graduação,Outras Engenharias,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5000.0,Analista de BI,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Pleno,de 101 a 500,não,Outros,25-29,de 4 a 5 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,Analista de Dados,Indústria,Goiás (GO),Modelo híbrido com dias fixos de trabalho presencial,Júnior,Acima de 3000,não,Outros,35-39,de 4 a 5 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
5000.0,Analista de Dados,Indústria,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,Acima de 3000,não,Outros,25-29,de 1 a 2 anos,Mestrado,Outras Engenharias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,Analista de Dados,Área da Saúde,Minas Gerais (MG),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,25-29,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
5000.0,Analista de BI,Finanças ou Bancos,Santa Catarina (SC),Modelo 100% presencial,Sênior,de 1001 a 3000,não,Outros,45-49,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
5000.0,Analista de BI,Educação,São Paulo (SP),Modelo híbrido com dias fixos de trabalho presencial,Pleno,Acima de 3000,não,Outros,25-29,de 2 a 3 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1500.0,Cientista de Dados,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Estagiário,22-24,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3500.0,Analista de BI,Internet/Ecommerce,Minas Gerais (MG),Modelo 100% presencial,Júnior,de 51 a 100,não,Outros,30-34,de 2 a 3 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,de 501 a 1000,não,Outros,25-29,de 1 a 2 anos,Mestrado,Outras Engenharias,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
5000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,40-44,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
10000.0,Cientista de Dados,Finanças ou Bancos,Rio Grande do Sul (RS),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,de 1001 a 3000,não,Outros,35-39,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
10000.0,Cientista de Dados,Imobiliário,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,de 1001 a 3000,não,Outros,22-24,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5000.0,Outras,Indústria,Maranhão (MA),Modelo 100% presencial,Júnior,Acima de 3000,não,Outros,35-39,de 1 a 2 anos,Pós-graduação,Outras Engenharias,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5000.0,Outras,Educação,Maranhão (MA),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,Acima de 3000,não,Outros,30-34,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3500.0,Analista de BI,Agronegócios,São Paulo (SP),Modelo 100% remoto,Júnior,Acima de 3000,não,Outros,22-24,de 1 a 2 anos,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
